tempo1,key1,tempo2,key2,,,,
92.197999999999993,1,115.65433333333333,1,,,,
121.274,6,163.79555555555555,10.666666666666668,,,,
100.06999999999999,8,84.296500000000009,9,,,,
119.29300000000001,0,136.17627272727273,7.4545454545454541,,,,
129.738,2,202.08725000000001,4.875,,,,
147.78200000000001,5,36.10499999999999,9.5,,,,
111.78700000000001,1,148.13512500000002,10,,,,
86.643000000000001,4,96.230285714285728,7,,,,
114.041,7,66.768166666666673,8.5,,,,
146.76499999999999,5,187.29675000000003,1.7499999999999996,,,,
117.97499999999999,7,122.84004545454546,9.2272727272727266,,,,
130.03999999999999,9,105.76724999999999,5,,,,
137.334,10,221.834,4.5,,,,
125.197,3,159.79964285714286,0,,,,
119.82599999999999,7,-2.8421709430404007e-14,0.5,,,,
127.756,8,170.13971428571429,0,,,,
99.272999999999996,6,143.953125,2.9999999999999996,,,,
150.06200000000001,7,86.718642857142868,0,,,,
138.33099999999999,7,128.02708000000001,2.2399999999999998,,,,
86.186000000000007,1,76.994266666666675,4.1333333333333329,,,,
110.38200000000001,11,116.32725000000001,6.9999999999999991,,,,
111.874,2,229.91716666666667,8.1666666666666661,,,,
166.86199999999999,7,179.84676923076921,2.0769230769230766,,,,
137.52199999999999,10,96.290888888888887,2.333333333333333,,,,
164.672,7,148.52684615384615,2.2307692307692304,,,,
125.006,6,60.055249999999994,7,,,,
90.022000000000006,5,128.87141666666668,9.1666666666666661,,,,
127.02500000000001,8,156.15391666666667,9,,,,
95.956999999999994,8,89.961399999999998,5,,,,
110.18899999999999,6,182.40154545454544,9.545454545454545,,,,
138.00700000000001,4,171.92222222222222,9.4444444444444446,,,,
130.09999999999999,10,103.78054545454546,1.9999999999999996,,,,
160.839,4,110.1666,1,,,,
189.64599999999999,9,110.37021428571428,11,,,,
130.58600000000001,4,119.9076,3.8333333333333326,,,,
128.292,8,166.05142857142857,4,,,,
90.932000000000002,3,105.1556875,10,,,,
89.667000000000002,1,246.3845,9.75,,,,
115.06100000000001,7,66.572777777777773,2.333333333333333,,,,
115.887,2,140.15025,5,,,,
139.333,9,133.63873333333333,2.0666666666666664,,,,
117.271,0,45.512999999999991,0.33333333333333393,,,,
102.428,3,210.40157142857143,9.8571428571428577,,,,
89.983999999999995,2,141.40731578947367,7.7368421052631575,,,,
116.721,1,196.2655,0.70000000000000018,,,,
123.142,7,100.88254545454545,5,,,,
141.91900000000001,0,191.434,7.1999999999999993,,,,
95.596000000000004,10,123.84321428571428,1.9999999999999996,,,,
154.953,11,77.493444444444435,9,,,,
86.090999999999994,7,99.83850000000001,11,,,,
90.218000000000004,7,150.11211764705882,7.235294117647058,,,,
133.14400000000001,11,110.03063636363636,6,,,,
205.31700000000001,2,137.7062,1,,,,
180.149,9,211.18520000000001,0.59999999999999964,,,,
102.538,0,93.569928571428576,11,,,,
84.164000000000001,0,91.013999999999996,9,,,,
124.175,7,174.08583333333334,4,,,,
137.00399999999999,7,80.475499999999997,3,,,,
106.33,7,125.28582608695652,7.0434782608695645,,,,
107.961,11,240.78999999999999,0.79999999999999982,,,,
174.28700000000001,1,158.84199999999998,4,,,,
116.82299999999999,0,93.703857142857146,0,,,,
101.97199999999999,0,85.093923076923076,5,,,,
127.97,11,155.24790000000002,0.5,,,,
152.62200000000001,4,39.862333333333325,2.6666666666666665,,,,
110.78700000000001,7,133.48355555555557,11,,,,
112.90300000000001,7,69.698800000000006,1.6999999999999997,,,,
115.642,7,162.52227272727274,5.0909090909090908,,,,
125.01300000000001,1,118.30085714285714,10.857142857142858,,,,
113.277,5,-1.4210854715202004e-14,10.5,,,,
96.978999999999999,5,99.950749999999999,2,,,,
140.995,8,141.19383333333332,1.9999999999999996,,,,
105.206,11,133.38229999999999,6,,,,
63.017000000000003,0,84.723590909090916,2.0909090909090908,,,,
144.60300000000001,9,151.73045454545456,8.4545454545454533,,,,
167.91999999999999,2,120.226,1,,,,
129.12200000000001,9,91.587199999999996,2,,,,
132.02199999999999,0,151.54888888888888,0.055555555555555358,,,,
183.91999999999999,1,51.636666666666656,5.666666666666667,,,,
89.867000000000004,9,168.1481,6.6999999999999993,,,,
119.896,2,215.35162500000001,7.375,,,,
137.28999999999999,1,72.175333333333327,8.5555555555555554,,,,
82.343000000000004,5,199.84483333333333,9.3333333333333321,,,,
91.486999999999995,3,121.49299999999999,6,,,,
84.689999999999998,9,144.1266875,6.9999999999999991,,,,
115.60599999999999,2,178.59208333333333,9.25,,,,
113.67700000000001,2,130.11192307692306,6,,,,
86.938000000000002,2,16.257999999999996,1,,,,
141.93600000000001,0,183.64789999999999,6.5999999999999996,,,,
106.04900000000001,11,93.190882352941173,5,,,,
85.007999999999996,1,113.57444444444445,9.2777777777777786,,,,
133.69900000000001,4,130.02924000000002,0,,,,
118.97499999999999,11,101.91116666666667,8,,,,
102.408,9,54.635999999999996,3.5,,,,
112.006,0,61.672166666666669,0.66666666666666607,,,,
45.527000000000001,1,187.267,8.8888888888888893,,,,
85.620999999999995,4,126.48477777777778,11,,,,
108.06100000000001,8,137.44658333333334,10,,,,
216.19499999999999,7,160.05464285714285,8.5714285714285712,,,,
132.428,7,105.60225,6.9999999999999991,,,,
168.30699999999999,5,143.45666666666665,0.20000000000000018,,,,
140.95599999999999,0,87.828538461538457,6.9999999999999991,,,,
130.01599999999999,1,107.62228571428571,2,,,,
175.76900000000001,11,112.069875,3.75,,,,
100.194,7,164.19661538461537,8.8461538461538467,,,,
151.911,2,150.28749999999999,3.75,,,,
119.691,9,175.8665,0.25,,,,
161.976,10,82.276899999999998,7.2999999999999989,,,,
172.398,0,195.90800000000002,7.1428571428571423,,,,
109.82299999999999,2,262.82799999999997,0,,,,
90.100999999999999,1,87.73630769230769,9,,,,
116.473,8,114.93299999999999,4.5294117647058822,,,,
126.821,9,144.56077777777779,10,,,,
111.191,2,74.686111111111103,0.55555555555555536,,,,
125.508,5,99.000999999999991,7.4444444444444438,,,,
137.88800000000001,4,146.95391666666666,3.9166666666666661,,,,
150.012,6,120.1378947368421,9,,,,
108.367,10,122.9243,6,,,,
173.482,2,95.641800000000003,10,,,,
110.745,4,41.833999999999989,7.4000000000000004,,,,
130.02699999999999,2,168.3129090909091,2.1818181818181817,,,,
110.16800000000001,11,106.48733333333334,10.222222222222221,,,,
97.975999999999999,9,126.25877777777778,3.8888888888888888,,,,
119.979,0,235.7055,4.5,,,,
156.96799999999999,6,140.4384,10,,,,
188.886,5,83.962000000000018,0,,,,
133.30600000000001,9,155.81683333333334,4.25,,,,
152.267,4,104.70666666666666,0,,,,
166.27500000000001,1,63.655499999999996,6.5,,,,
114.971,2,204.62475000000001,0.5,,,,
144.65100000000001,9,230.536,4.5,,,,
152.005,2,191.233,1.75,,,,
155.07400000000001,1,162.44725,0,,,,
61.970999999999997,10,116.36920000000001,1.9999999999999996,,,,
124.04000000000001,6,180.59116666666668,6,,,,
191.196,7,90.241550000000004,0,,,,
152.12700000000001,7,81.305000000000007,11,,,,
100.023,10,200.09100000000001,1.4285714285714284,,,,
192.68799999999999,10,135.08369999999999,4.2999999999999998,,,,
154.322,11,92.960235294117638,6.9999999999999991,,,,
236.006,5,89.306000000000012,2.1333333333333329,,,,
150.666,11,124.94057142857143,11,,,,
175.42099999999999,11,132.00633333333332,9,,,,
104.15300000000001,9,137.73599999999999,6,,,,
160.16499999999999,6,219.84325000000001,9.5,,,,
